code	legality	section	field	text
G06.5	ENTRY-LEGAL	G06 -- Cohort accounting	G06 -- Cohort accounting	Rotation completeness: churn share of total transfer
G06.6	ENTRY-LEGAL	G06 -- Cohort accounting	G06 -- Cohort accounting	OI-story entropy (mixed vs clean narrative)
G07.1	ENTRY-LEGAL	G07 -- Effort vs result verdict	G07 -- Effort vs result verdict	ABSORPTION verdict: hot effort, no result
G07.2	ENTRY-LEGAL	G07 -- Effort vs result verdict	G07 -- Effort vs result verdict	TRANSLATION verdict: hot effort, full result
G07.3	ENTRY-LEGAL	G07 -- Effort vs result verdict	G07 -- Effort vs result verdict	One-sided-effort divergence (hot side lost the bucket)
G07.4	ENTRY-LEGAL	G07 -- Effort vs result verdict	G07 -- Effort vs result verdict	Effort-result efficiency ratio per side
G07.5	ENTRY-LEGAL	G07 -- Effort vs result verdict	G07 -- Effort vs result verdict	Verdict streaks (persistent absorption at a level)
G08.1	ENTRY-LEGAL	G08 -- Urgency	G08 -- Urgency	vel = volume/second and Speed multiple (canonical)
G08.2	ENTRY-LEGAL	G08 -- Urgency	G08 -- Urgency	Urgency class: heavy AND fast vs heavy-slow grind
G08.3	ENTRY-LEGAL	G08 -- Urgency	G08 -- Urgency	Pace-adjusted volume anomaly (residual vs both norms)
G08.4	ENTRY-LEGAL	G08 -- Urgency	G08 -- Urgency	Urgency streak across buckets
G08.5	ENTRY-LEGAL	G08 -- Urgency	G08 -- Urgency	Urgency at extremes (fast into highs/lows)
G09.1	ENTRY-LEGAL	G09 -- Squeeze fingerprint	G09 -- Squeeze fingerprint	Forced-flow share of the move's aggression
G09.2	ENTRY-LEGAL	G09 -- Squeeze fingerprint	G09 -- Squeeze fingerprint	Squeeze corroboration: liq side aligned with direction
G09.3	ENTRY-LEGAL	G09 -- Squeeze fingerprint	G09 -- Squeeze fingerprint	Cascade quality: liq rising across consecutive buckets
G09.4	ENTRY-LEGAL	G09 -- Squeeze fingerprint	G09 -- Squeeze fingerprint	Post-liq continuation vs fade (study join)
G09.5	ENTRY-LEGAL	G09 -- Squeeze fingerprint	G09 -- Squeeze fingerprint	Coil read: liqs absorbed with no body (LIQ_COIL)
G10.1	ENTRY-LEGAL	G10 -- Profile placement	G10 -- Profile placement	poc_pos and close-vs-VA position (acceptance/rejection)
G10.2	ENTRY-LEGAL	G10 -- Profile placement	G10 -- Profile placement	Top-vs-bottom loading vs close direction
G10.3	ENTRY-LEGAL	G10 -- Profile placement	G10 -- Profile placement	Unfinished-auction extreme vs next-bucket revisit
G10.4	ENTRY-LEGAL	G10 -- Profile placement	G10 -- Profile placement	LVN-cross flag: body traversed a low-volume node
G10.5	ENTRY-LEGAL	G10 -- Profile placement	G10 -- Profile placement	Profile-shape x direction interaction tags
G11.1	ENTRY-LEGAL	G11 -- Large-trader read	G11 -- Large-trader read	Large-net vs small-net side split of the bucket's delta
G11.2	ENTRY-LEGAL	G11 -- Large-trader read	G11 -- Large-trader read	DIVERGENCE flag: large one way, small the other
G11.3	ENTRY-LEGAL	G11 -- Large-trader read	G11 -- Large-trader read	Whale-with-move vs whale-against-move tags
G11.4	ENTRY-LEGAL	G11 -- Large-trader read	G11 -- Large-trader read	Large share of the winning side's volume
G11.5	ENTRY-LEGAL	G11 -- Large-trader read	G11 -- Large-trader read	Threshold-sweep robustness of the large read (p90->p97)
G12.1	ENTRY-LEGAL	G12 -- Large-order placement	G12 -- Large-order placement	Large-print price placement: at extremes vs mid-range
G12.2	ENTRY-LEGAL	G12 -- Large-order placement	G12 -- Large-order placement	Large-at-POC concentration
G12.3	ENTRY-LEGAL	G12 -- Large-order placement	G12 -- Large-order placement	Large prints into the wick (rejection of size)
G12.4	ENTRY-LEGAL	G12 -- Large-order placement	G12 -- Large-order placement	Exact large-print sequencing within the bucket (6h tape)
G12.5	ENTRY-LEGAL	G12 -- Large-order placement	G12 -- Large-order placement	Large-print co-location with imbalance stacks
G13.1	ENTRY-LEGAL	G13 -- Who absorbed whom	G13 -- Who absorbed whom	Absorbed-side attribution: aggressors who failed
G13.2	ENTRY-LEGAL	G13 -- Who absorbed whom	G13 -- Who absorbed whom	Absorbing-level location (where the wall stood)
G13.3	ENTRY-LEGAL	G13 -- Who absorbed whom	G13 -- Who absorbed whom	Validated absorption against the trend flag
G13.4	ENTRY-LEGAL	G13 -- Who absorbed whom	G13 -- Who absorbed whom	Absorption-then-flip candidate sequence (study join)
G13.5	ENTRY-LEGAL	G13 -- Who absorbed whom	G13 -- Who absorbed whom	s x stacked-imbalance coherence check
G14.1	ENTRY-LEGAL	G14 -- Toxic push composite	G14 -- Toxic push composite	Toxic AND one-sided AND fast composite score
G14.2	ENTRY-LEGAL	G14 -- Toxic push composite	G14 -- Toxic push composite	Informed-flow candidate flag (all three elevated)
G14.3	ENTRY-LEGAL	G14 -- Toxic push composite	G14 -- Toxic push composite	Composite percentile vs window
G14.4	ENTRY-LEGAL	G14 -- Toxic push composite	G14 -- Toxic push composite	Composite streak (sustained informed pressure)
G14.5	ENTRY-LEGAL	G14 -- Toxic push composite	G14 -- Toxic push composite	Composite at structure (at OB / at wall) join
G15.1	ENTRY-LEGAL	G15 -- State sequencing	G15 -- State sequencing	Transition-pair features (e.g. COIL -> SQUEEZE)
G15.2	ENTRY-LEGAL	G15 -- State sequencing	G15 -- State sequencing	State run-length at current bucket
G15.3	ENTRY-LEGAL	G15 -- State sequencing	G15 -- State sequencing	Verdict-flip density (regime instability)
G15.4	ENTRY-LEGAL	G15 -- State sequencing	G15 -- State sequencing	Confidence-weighted transition score
G15.5	ENTRY-LEGAL	G15 -- State sequencing	G15 -- State sequencing	Per-transition outcome stats vs the barrier labels (study join)
G16.1	ENTRY-LEGAL	G16 -- Window normalization family	G16 -- Window normalization family	z-score version of every raw metric
G16.2	ENTRY-LEGAL	G16 -- Window normalization family	G16 -- Window normalization family	Percentile version of every raw metric
G16.3	ENTRY-LEGAL	G16 -- Window normalization family	G16 -- Window normalization family	Streak length above/below own baseline
G16.4	ENTRY-LEGAL	G16 -- Window normalization family	G16 -- Window normalization family	Slope of every metric over last N buckets
G16.5	ENTRY-LEGAL	G16 -- Window normalization family	G16 -- Window normalization family	Regime tag per metric (calm/normal/hot)
G17.1	ENTRY-LEGAL	G17 -- Structure-conditioned bundle	G17 -- Structure-conditioned bundle	At-OB behavior: touch / reject / break with all flow features
G17.2	ENTRY-LEGAL	G17 -- Structure-conditioned bundle	G17 -- Structure-conditioned bundle	Distance-decay features (flow x proximity to OB)
G17.3	ENTRY-LEGAL	G17 -- Structure-conditioned bundle	G17 -- Structure-conditioned bundle	Confluence-weighted position score
G17.4	ENTRY-LEGAL	G17 -- Structure-conditioned bundle	G17 -- Structure-conditioned bundle	First-touch vs n-th-touch interaction with absorption
G17.5	ENTRY-LEGAL	G17 -- Structure-conditioned bundle	G17 -- Structure-conditioned bundle	OB-break with large-order participation flag
G18.1	ENTRY-LEGAL	G18 -- Wall interaction bundle	G18 -- Wall interaction bundle	Approach-outcome label: wall held / broke / pulled
G18.2	ENTRY-LEGAL	G18 -- Wall interaction bundle	G18 -- Wall interaction bundle	Wall-eaten rate vs taker aggression (who is winning)
G18.3	ENTRY-LEGAL	G18 -- Wall interaction bundle	G18 -- Wall interaction bundle	Absorption s AT a visible wall (the flagged study)
G18.4	ENTRY-LEGAL	G18 -- Wall interaction bundle	G18 -- Wall interaction bundle	Spoof-pull preceding the move flag
G18.5	ENTRY-LEGAL	G18 -- Wall interaction bundle	G18 -- Wall interaction bundle	Wall distance as a barrier-odds conditioning feature
G19.1	ENTRY-LEGAL	G19 -- Sequencing bundle	G19 -- Sequencing bundle	Front-loaded vs back-loaded aggression shape
G19.2	ENTRY-LEGAL	G19 -- Sequencing bundle	G19 -- Sequencing bundle	Largest-print timing vs bucket outcome
G19.3	ENTRY-LEGAL	G19 -- Sequencing bundle	G19 -- Sequencing bundle	Burst-timing pattern (early bursts vs late bursts)
G19.4	ENTRY-LEGAL	G19 -- Sequencing bundle	G19 -- Sequencing bundle	Same-side run lengths inside the bucket
G19.5	ENTRY-LEGAL	G19 -- Sequencing bundle	G19 -- Sequencing bundle	Exact barrier-hit ORDER for OHLC-ambiguous buckets (labeler upgrade)
G20.1	ENTRY-LEGAL	G20 -- Cross-timeframe join	G20 -- Cross-timeframe join	Position of the 1m bucket inside the forming higher-tf bucket
G20.2	ENTRY-LEGAL	G20 -- Cross-timeframe join	G20 -- Cross-timeframe join	Higher-tf state verdict at the moment
G20.3	ENTRY-LEGAL	G20 -- Cross-timeframe join	G20 -- Cross-timeframe join	Higher-tf delta/dOI alignment flag
G20.4	ENTRY-LEGAL	G20 -- Cross-timeframe join	G20 -- Cross-timeframe join	Multi-tf agreement score (how many tfs point the same way)
G20.5	ENTRY-LEGAL	G20 -- Cross-timeframe join	G20 -- Cross-timeframe join	Higher-tf OB/confluence proximity at the 1m close
G21.1	ENTRY-LEGAL	G21 -- Trap / squeeze composite	G21 -- Trap / squeeze composite	The state-engine trap recipe exposed as one composite feature
G21.2	ENTRY-LEGAL	G21 -- Trap / squeeze composite	G21 -- Trap / squeeze composite	Sweep-fail-reclaim three-beat pattern flag
G21.3	ENTRY-LEGAL	G21 -- Trap / squeeze composite	G21 -- Trap / squeeze composite	Trapped-cohort size behind the failed break
G21.4	ENTRY-LEGAL	G21 -- Trap / squeeze composite	G21 -- Trap / squeeze composite	Squeeze-completion score (reclaim + forced flow + speed)
G21.5	ENTRY-LEGAL	G21 -- Trap / squeeze composite	G21 -- Trap / squeeze composite	Composite vs the labeled outcome (study join)
G22.1	ENTRY-LEGAL	G22 -- Effort triangle	G22 -- Effort triangle	Volatility per unit volume (fragility of the tape)
G22.2	ENTRY-LEGAL	G22 -- Effort triangle	G22 -- Effort triangle	Time-price-volume consistency residual (anomaly detector)
G22.3	ENTRY-LEGAL	G22 -- Effort triangle	G22 -- Effort triangle	Slow-wide flag (thin tape, big moves)
G22.4	ENTRY-LEGAL	G22 -- Effort triangle	G22 -- Effort triangle	Fast-narrow flag (heavy grind, no travel)
G22.5	ENTRY-LEGAL	G22 -- Effort triangle	G22 -- Effort triangle	Triangle regime tag joining pace and volatility
B-P1.01	ENTRY-LEGAL	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Bull absorption percentage (badge)
J-P1.01	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Bull absorption percentage (badge)
X-P1.01	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Bull absorption percentage (badge)
B-P1.02	ENTRY-LEGAL	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Bear absorption percentage (badge)
J-P1.02	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Bear absorption percentage (badge)
X-P1.02	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Bear absorption percentage (badge)
B-P1.03	ENTRY-LEGAL	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Spread: bull% - bear%
J-P1.03	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Spread: bull% - bear%
X-P1.03	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Spread: bull% - bear%
B-P1.04	ENTRY-LEGAL	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Dominant side label
J-P1.04	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Dominant side label
X-P1.04	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Dominant side label
B-P1.05	ENTRY-LEGAL	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Absolute bull V*s over the selection
J-P1.05	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Absolute bull V*s over the selection
X-P1.05	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Absolute bull V*s over the selection
B-P1.06	ENTRY-LEGAL	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Absolute bear V*s over the selection
J-P1.06	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Absolute bear V*s over the selection
X-P1.06	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Absolute bear V*s over the selection
B-P1.07	ENTRY-LEGAL	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Sum: absorbed share of selection volume
J-P1.07	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Sum: absorbed share of selection volume
X-P1.07	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Sum: absorbed share of selection volume
B-P1.08	ENTRY-LEGAL	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Trajectory slope across the selection
J-P1.08	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Trajectory slope across the selection
X-P1.08	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Trajectory slope across the selection
B-P1.09	ENTRY-LEGAL	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Peak-absorption bucket position (0..15)
J-P1.09	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Peak-absorption bucket position (0..15)
X-P1.09	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Peak-absorption bucket position (0..15)
B-P1.10	ENTRY-LEGAL	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Validated-dot (s>=0.60) count in selection
J-P1.10	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Validated-dot (s>=0.60) count in selection
X-P1.10	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Validated-dot (s>=0.60) count in selection
B-P1.11	ENTRY-LEGAL	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Entry-bucket raw (un-smoothed) hover value
J-P1.11	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Entry-bucket raw (un-smoothed) hover value
X-P1.11	POST-HOC	P1 -- ABSORPTION panel	P1 -- ABSORPTION panel	Entry-bucket raw (un-smoothed) hover value
B-P2.01	ENTRY-LEGAL	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Bull eff-agg percentage (badge)
J-P2.01	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Bull eff-agg percentage (badge)
X-P2.01	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Bull eff-agg percentage (badge)
B-P2.02	ENTRY-LEGAL	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Bear eff-agg percentage (badge)
J-P2.02	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Bear eff-agg percentage (badge)
X-P2.02	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Bear eff-agg percentage (badge)
B-P2.03	ENTRY-LEGAL	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Spread: bull% - bear%
J-P2.03	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Spread: bull% - bear%
X-P2.03	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Spread: bull% - bear%
B-P2.04	ENTRY-LEGAL	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Dominant side label
J-P2.04	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Dominant side label
X-P2.04	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Dominant side label
B-P2.05	ENTRY-LEGAL	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Absolute bull V*(1-s) over the selection
J-P2.05	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Absolute bull V*(1-s) over the selection
X-P2.05	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Absolute bull V*(1-s) over the selection
B-P2.06	ENTRY-LEGAL	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Absolute bear V*(1-s) over the selection
J-P2.06	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Absolute bear V*(1-s) over the selection
X-P2.06	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Absolute bear V*(1-s) over the selection
B-P2.07	ENTRY-LEGAL	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Sum: eff-agg share of selection volume
J-P2.07	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Sum: eff-agg share of selection volume
X-P2.07	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Sum: eff-agg share of selection volume
B-P2.08	ENTRY-LEGAL	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Trajectory slope across the selection
J-P2.08	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Trajectory slope across the selection
X-P2.08	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Trajectory slope across the selection
B-P2.09	ENTRY-LEGAL	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Peak eff-agg bucket position
J-P2.09	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Peak eff-agg bucket position
X-P2.09	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Peak eff-agg bucket position
B-P2.10	ENTRY-LEGAL	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Dominance-flip count across the selection
J-P2.10	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Dominance-flip count across the selection
X-P2.10	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Dominance-flip count across the selection
B-P2.11	ENTRY-LEGAL	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Entry-bucket raw value
J-P2.11	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Entry-bucket raw value
X-P2.11	POST-HOC	P2 -- EFF-AGG panel	P2 -- EFF-AGG panel	Entry-bucket raw value
B-P3.01	ENTRY-LEGAL	P3 -- E/R panel	P3 -- E/R panel	Buyer-side percentage (badge)
J-P3.01	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Buyer-side percentage (badge)
X-P3.01	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Buyer-side percentage (badge)
B-P3.02	ENTRY-LEGAL	P3 -- E/R panel	P3 -- E/R panel	Seller-side percentage (badge)
J-P3.02	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Seller-side percentage (badge)
X-P3.02	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Seller-side percentage (badge)
B-P3.03	ENTRY-LEGAL	P3 -- E/R panel	P3 -- E/R panel	Spread: buyer% - seller%
J-P3.03	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Spread: buyer% - seller%
X-P3.03	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Spread: buyer% - seller%
B-P3.04	ENTRY-LEGAL	P3 -- E/R panel	P3 -- E/R panel	Dominant side label
J-P3.04	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Dominant side label
X-P3.04	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Dominant side label
B-P3.05	ENTRY-LEGAL	P3 -- E/R panel	P3 -- E/R panel	Aggregate buyer multiple vs trailing baseline
J-P3.05	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Aggregate buyer multiple vs trailing baseline
X-P3.05	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Aggregate buyer multiple vs trailing baseline
B-P3.06	ENTRY-LEGAL	P3 -- E/R panel	P3 -- E/R panel	Aggregate seller multiple vs baseline
J-P3.06	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Aggregate seller multiple vs baseline
X-P3.06	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Aggregate seller multiple vs baseline
B-P3.07	ENTRY-LEGAL	P3 -- E/R panel	P3 -- E/R panel	Hot-bucket count (>=1.5x) in selection
J-P3.07	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Hot-bucket count (>=1.5x) in selection
X-P3.07	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Hot-bucket count (>=1.5x) in selection
B-P3.08	ENTRY-LEGAL	P3 -- E/R panel	P3 -- E/R panel	Both-hot bucket count
J-P3.08	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Both-hot bucket count
X-P3.08	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Both-hot bucket count
B-P3.09	ENTRY-LEGAL	P3 -- E/R panel	P3 -- E/R panel	Peak-E/R bucket position
J-P3.09	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Peak-E/R bucket position
X-P3.09	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Peak-E/R bucket position
B-P3.10	ENTRY-LEGAL	P3 -- E/R panel	P3 -- E/R panel	Entry-bucket raw value
J-P3.10	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Entry-bucket raw value
X-P3.10	POST-HOC	P3 -- E/R panel	P3 -- E/R panel	Entry-bucket raw value
B-P4.01	ENTRY-LEGAL	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Current exhaustion value (badge)
J-P4.01	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Current exhaustion value (badge)
X-P4.01	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Current exhaustion value (badge)
B-P4.02	ENTRY-LEGAL	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	LAST EXHAUSTED SIDE (bull / bear)
J-P4.02	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	LAST EXHAUSTED SIDE (bull / bear)
X-P4.02	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	LAST EXHAUSTED SIDE (bull / bear)
B-P4.03	ENTRY-LEGAL	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Last-exhausted side's percentage
J-P4.03	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Last-exhausted side's percentage
X-P4.03	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Last-exhausted side's percentage
B-P4.04	ENTRY-LEGAL	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Opposite side's percentage
J-P4.04	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Opposite side's percentage
X-P4.04	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Opposite side's percentage
B-P4.05	ENTRY-LEGAL	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Spread between the two sides
J-P4.05	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Spread between the two sides
X-P4.05	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Spread between the two sides
B-P4.06	ENTRY-LEGAL	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Bull-fire count inside the selection
J-P4.06	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Bull-fire count inside the selection
X-P4.06	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Bull-fire count inside the selection
B-P4.07	ENTRY-LEGAL	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Bear-fire count inside the selection
J-P4.07	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Bear-fire count inside the selection
X-P4.07	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Bear-fire count inside the selection
B-P4.08	ENTRY-LEGAL	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Buckets since the last fire
J-P4.08	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Buckets since the last fire
X-P4.08	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Buckets since the last fire
B-P4.09	ENTRY-LEGAL	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Peak gated score + its bucket position
J-P4.09	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Peak gated score + its bucket position
X-P4.09	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Peak gated score + its bucket position
B-P4.10	ENTRY-LEGAL	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Crossover-diamond count in the selection
J-P4.10	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Crossover-diamond count in the selection
X-P4.10	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Crossover-diamond count in the selection
B-P4.11	ENTRY-LEGAL	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Weakest gating leg at the entry bucket
J-P4.11	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Weakest gating leg at the entry bucket
X-P4.11	POST-HOC	P4 -- EXHAUSTION panel	P4 -- EXHAUSTION panel	Weakest gating leg at the entry bucket
B-P5.01	ENTRY-LEGAL	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase bull percentage
J-P5.01	POST-HOC	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase bull percentage
X-P5.01	POST-HOC	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase bull percentage
B-P5.02	ENTRY-LEGAL	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase bear percentage
J-P5.02	POST-HOC	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase bear percentage
X-P5.02	POST-HOC	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase bear percentage
B-P5.03	ENTRY-LEGAL	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Spread: bull% - bear%
J-P5.03	POST-HOC	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Spread: bull% - bear%
X-P5.03	POST-HOC	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Spread: bull% - bear%
B-P5.04	ENTRY-LEGAL	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase winner (UP green / DOWN red)
J-P5.04	POST-HOC	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase winner (UP green / DOWN red)
X-P5.04	POST-HOC	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase winner (UP green / DOWN red)
B-P5.05	ENTRY-LEGAL	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase share of selection volume
J-P5.05	POST-HOC	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase share of selection volume
X-P5.05	POST-HOC	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase share of selection volume
B-P5.06	ENTRY-LEGAL	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase length in buckets
J-P5.06	POST-HOC	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase length in buckets
X-P5.06	POST-HOC	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase length in buckets
B-P5.07	ENTRY-LEGAL	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase trajectory slope
J-P5.07	POST-HOC	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase trajectory slope
X-P5.07	POST-HOC	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase trajectory slope
B-P5.08	ENTRY-LEGAL	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase net delta
J-P5.08	POST-HOC	P5 -- Phase panel: BEFORE	P5 -- Phase panel: BEFORE	Phase net delta
